iter	CrossEntropy
372	0.4474920502
373	0.4474424412
374	0.4473213827
375	0.447166727
376	0.447151588
377	0.4471205109
378	0.4470259808
379	0.4469068645
380	0.4468569685
381	0.4467624341
382	0.4466701392
383	0.4465513566
384	0.4465055501
385	0.4464566823
386	0.4463980704
387	0.4463494073
388	0.4462508663
389	0.4460941986
390	0.4460293311
391	0.4459290039
392	0.4458808131
393	0.4458055071
394	0.4457320859
395	0.4456674125
396	0.4456334368
397	0.4455557196
398	0.4454665119
399	0.4453888546
400	0.4453108192
401	0.4452590139
402	0.4451549027
403	0.4450741317
404	0.4449953115
405	0.4448830087
406	0.4447930849
407	0.4447146224
408	0.4446435761
409	0.4446042855
410	0.4445088909
411	0.4443971897
412	0.4443599433
413	0.4442905923
414	0.4442279651
415	0.4441170801
416	0.4439855412
417	0.4438689071
418	0.4438368476
419	0.4437709168
420	0.4437372296
421	0.4436351738
422	0.4435681398
423	0.4435274911
424	0.4434745515
425	0.443420687
426	0.443334431
427	0.4432511811
428	0.4432002679
429	0.4431262677
430	0.4430364188
431	0.4429509607
432	0.4429089699
433	0.4428274546
434	0.442731366
435	0.4426705601
436	0.442584309
437	0.4425155755
438	0.4424423224
439	0.4423966042
440	0.4423591932
441	0.4422598451
442	0.4421883391
443	0.442137132
444	0.4420919014
445	0.4419940368
446	0.4419114366
447	0.4418540928
448	0.4417570808
449	0.4416875016
450	0.4416338044
451	0.4415450818
452	0.4414506522
453	0.4413959621
454	0.4413365629
455	0.4412334327
456	0.4412016044
457	0.4411296166
458	0.4411233248
459	0.4410468202
460	0.4409546147
461	0.4408766183
462	0.4407879507
463	0.4407584244
464	0.4406856498
465	0.4405927125
466	0.4405470635
467	0.440481607
468	0.4404441392
469	0.4403737038
470	0.4403013164
471	0.4402185802
472	0.4401528479
473	0.4401294476
474	0.4400827384
475	0.4400327743
476	0.4399965499
477	0.4399491813
478	0.4399129264
479	0.4398558148
480	0.4398233999
481	0.4397162691
482	0.4396602416
483	0.4396096225
484	0.4396006969
485	0.4395509062
486	0.4394769009
487	0.4394111029
488	0.4393522959
489	0.4392629937
490	0.4391751956
491	0.4390724441
492	0.4390256185
493	0.4389694132
494	0.4389024408
495	0.4388446377
496	0.438795203
497	0.438715066
498	0.4386438328
499	0.4386314312
500	0.4385901199
501	0.4385110894
502	0.4384021144
503	0.4382954044
504	0.4382547408
505	0.4381960604
506	0.438120384
507	0.4380580627
508	0.437978143
509	0.4379381839
510	0.4378903443
511	0.4378211789
512	0.4377609857
513	0.4376814901
514	0.4376105999
515	0.437559104
516	0.4375100271
517	0.4375012616
518	0.4374435831
519	0.437406776
520	0.4373293171
521	0.437273412
522	0.4372440818
523	0.4371806869
524	0.4371398872
525	0.4370865584
526	0.4370420509
527	0.4369817577
528	0.4369548971
529	0.4368835357
530	0.4368138962
531	0.4367854744
532	0.4367306316
533	0.436708596
534	0.4366559978
535	0.4365894058
536	0.4365268563
537	0.4364537619
538	0.4363813358
539	0.4363204813
540	0.4362854299
541	0.4362338966
542	0.4361758021
543	0.4360988625
544	0.4360112576
545	0.4359335746
546	0.435852076
547	0.4357729007
548	0.4357150852
549	0.4356723544
550	0.4356024001
551	0.4355627212
552	0.4354922363
553	0.4354593644
554	0.4354120008
555	0.4353266037
556	0.4352781774
557	0.435240653
558	0.4352037794
559	0.4351520379
560	0.4351322855
561	0.4351038155
562	0.4350375075
563	0.4350164003
564	0.4349318682
565	0.4348801307
566	0.4348412018
567	0.4348216903
568	0.4347658494
569	0.434759943
570	0.4347068261
571	0.4346470899
572	0.4345974558
573	0.4345444619
574	0.434473236
575	0.434401838
576	0.4343727632
577	0.4343556187
578	0.4342886347
579	0.4342485916
580	0.4342321593
581	0.4341702247
582	0.4341328952
583	0.4340635307
584	0.4340085426
585	0.4339790599
586	0.4339493989
587	0.4339216904
588	0.4338545475
589	0.4337895149
590	0.4337345362
591	0.4336711332
592	0.4336295914
593	0.43359867
594	0.4335484446
595	0.4334921096
596	0.4334474148
597	0.4334131674
598	0.4333638743
599	0.4333369457
600	0.4332625679
601	0.4332187337
602	0.4331954554
603	0.4331752967
604	0.4331405823
605	0.4330921679
606	0.4330643442
607	0.4330546837
608	0.4329891411
609	0.4329521515
610	0.432894119
611	0.4328379113
612	0.4327577164
613	0.4327292563
614	0.4327117523
615	0.4326531043
616	0.4326342517
617	0.432566561
618	0.4325263196
619	0.4324696104
620	0.4324275324
621	0.4324148991
622	0.4324053151
623	0.4323684563
624	0.4323213063
625	0.4322940077
626	0.4322536139
627	0.4322195597
628	0.4321720198
629	0.4321055008
630	0.4320551245
631	0.4320061539
632	0.4319311613
633	0.4318863722
634	0.4318285354
635	0.4317958297
636	0.4317255939
637	0.4316729216
638	0.4316169391
639	0.4315702726
640	0.4315111584
641	0.4314889552
642	0.4314168272
643	0.4313708984
644	0.4313373578
645	0.4312954876
646	0.4312344597
647	0.4312197303
648	0.4312171657
649	0.4311794983
650	0.4311363685
651	0.4310845484
652	0.431034514
653	0.4310022803
654	0.4309656243
655	0.4309002261
656	0.4308582503
657	0.4308069697
658	0.4307979118
659	0.4307693858
660	0.4307153861
661	0.4306702218
662	0.430661838
663	0.4306283986
664	0.4305960512
665	0.4305405358
666	0.4305160314
667	0.4304707684
668	0.4304141018
669	0.4303796921
670	0.4303403353
671	0.4302646582
672	0.4302009664
673	0.4301831719
674	0.4301543663
675	0.4301059932
676	0.4300757359
677	0.4300273533
678	0.4299675447
679	0.4299549801
680	0.4298979657
681	0.4298611886
682	0.4297939104
683	0.4297674428
684	0.4297184581
685	0.4296706926
686	0.4296176359
687	0.4295687365
688	0.4295310673
689	0.4295199286
690	0.4294843618
691	0.4294435629
692	0.4294134374
693	0.4293433694
694	0.429325681
695	0.4293213521
696	0.4293160327
697	0.4292448251
698	0.4292282129
699	0.42916636
700	0.4291301768
701	0.42906598
702	0.4290528578
703	0.4290026009
704	0.4289714651
705	0.4289517273
706	0.4289300561
707	0.4289254034
708	0.428870655
709	0.4288328861
710	0.4287729095
711	0.4287249964
712	0.4286777412
713	0.4286698182
714	0.4286646925
715	0.4285999338
716	0.4285829447
717	0.4285713293
718	0.4285348205
719	0.4285032838
720	0.428477714
721	0.4284605704
722	0.4284210178
723	0.4283886491
724	0.4283612304
725	0.4283523893
726	0.4283351973
727	0.4283227541
728	0.4282727965
729	0.4282137651
730	0.4281929745
731	0.42815572
732	0.4280913805
733	0.4280215342
734	0.4279883736
735	0.427923809
736	0.4278571883
737	0.427826596
738	0.4277671687
739	0.4277365496
740	0.4276944836
741	0.4276468623
742	0.4276049214
743	0.4275650977
744	0.4275106049
745	0.4274780602
746	0.4274598374
747	0.4274077712
748	0.4274004419
749	0.4273541706
750	0.4273492855
751	0.4272941367
752	0.4272283485
753	0.4271909627
754	0.4271520164
755	0.4271292102
756	0.4270791336
757	0.4270022061
758	0.4269515576
759	0.426896328
760	0.4268570703
761	0.4267708948
762	0.4267635438
763	0.4266944483
764	0.4266747816
765	0.4266152713
766	0.4265624616
767	0.4265196659
768	0.4264750301
769	0.4263888195
770	0.4263032915
771	0.4262673959
772	0.4262441867
773	0.4261893379
774	0.426148034
775	0.4261184084
776	0.426088535
777	0.4260548344
778	0.4260082806
779	0.4259955988
780	0.425966725
781	0.4259260249
782	0.425885828
783	0.4258270325
784	0.4257892952
785	0.4257539064
786	0.4256949947
787	0.4256459977
788	0.4255880018
789	0.4255418139
790	0.4255002894
791	0.4254348651
792	0.425365019
793	0.4253245615
794	0.4253067517
795	0.4252972966
796	0.4252265022
797	0.4251719886
798	0.4250956843
799	0.4250650051
800	0.4250186478
801	0.4249907425
802	0.4249502143
803	0.4249157451
804	0.4248899036
805	0.4248219234
806	0.424784723
807	0.4247527922
808	0.4247210594
809	0.424681551
810	0.4246747557
811	0.4246286564
812	0.4246218116
813	0.4245718087
814	0.4245436257
815	0.4245006007
816	0.4244798818
817	0.4244312251
818	0.4244064072
819	0.4243765354
820	0.4243574996
821	0.4242830458
822	0.4242232187
823	0.4241966045
824	0.4241574207
825	0.4241247133
826	0.4240796601
827	0.4240054268
828	0.4239611267
829	0.4239171973
830	0.4238864405
831	0.4238466066
832	0.4237868432
833	0.4237519457
834	0.4237385277
835	0.4236842056
836	0.4236514471
837	0.423614209
838	0.4236045864
839	0.4235552737
840	0.423550164
841	0.4235475563
842	0.4235439719
843	0.4235415527
844	0.4235167222
845	0.4234981115
846	0.4234612496
847	0.4234264766
848	0.423384563
849	0.4233528394
850	0.4233314619
851	0.4233062026
852	0.4232853085
853	0.423257503
854	0.4232109788
855	0.4231601652
856	0.4231340618
857	0.4231027421
858	0.4230491211
859	0.4230478491
860	0.4230270644
861	0.4229712267
862	0.4229045663
863	0.4228546869
864	0.4228260487
865	0.4227681894
866	0.4227195351
867	0.4226798968
868	0.4226697383
869	0.4226304998
870	0.4226073196
871	0.4225384776
872	0.4224740617
873	0.4224297783
874	0.4223821536
875	0.4223373445
876	0.4223027574
877	0.4222616247
878	0.4222338947
879	0.4222237948
880	0.4221936886
881	0.4221933273
882	0.4221506187
883	0.4220993064
884	0.4220089965
885	0.4219431691
886	0.421913736
887	0.421890085
888	0.4218560226
889	0.421823016
890	0.4218131504
891	0.4217787674
892	0.4217097672
893	0.4216548284
894	0.421620038
895	0.4216017371
896	0.421555681
897	0.4215074748
898	0.4214478127
899	0.4213871309
900	0.4213472155
901	0.4213457575
902	0.4212998966
903	0.4212615676
904	0.4212257952
905	0.4211824127
906	0.4211284987
907	0.4210646711
908	0.4210088692
909	0.4209681884
910	0.4209543124
911	0.4208951291
912	0.4208315818
913	0.4207832545
914	0.4207343417
915	0.4206726501
916	0.4206251507
917	0.4206247969
918	0.4205618393
919	0.4205156876
920	0.4204664065
921	0.4204246661
922	0.4204145505
923	0.4203717237
924	0.4203630699
925	0.4203592861
926	0.4203462431
927	0.420292152
928	0.4202445235
929	0.4201969336
930	0.4201858344
931	0.4201561856
932	0.4201152745
933	0.4200726023
934	0.4200276624
935	0.4199626013
936	0.4199142704
937	0.4199114231
938	0.4198455984
939	0.4198019981
940	0.4197625281
941	0.4197459292
942	0.4197121021
943	0.4196697556
944	0.4196423772
945	0.4195811211
946	0.4195598684
947	0.4194992291
948	0.4194628491
949	0.419418863
950	0.4193779558
951	0.4193422711
952	0.4192868602
953	0.4192460423
954	0.4191936747
955	0.4191459889
956	0.4191391949
957	0.4190834523
958	0.4190334744
959	0.4189760607
960	0.4189299198
961	0.4189290907
962	0.4188842446
963	0.4188443337
964	0.4187456343
965	0.4187177638
966	0.4187132394
967	0.4187071843
968	0.4186715179
969	0.418637356
970	0.4186360374
971	0.4186318658
972	0.4185931567
973	0.418565249
974	0.4185218386
975	0.4184801172
976	0.4184434446
977	0.4184040257
978	0.4183976712
979	0.4183635164
980	0.4183309509
981	0.4182704925
982	0.4182477995
983	0.4181991524
984	0.418198475
985	0.41813282
986	0.4180953299
987	0.4180627233
988	0.418029518
989	0.417993696
990	0.4179901448
991	0.4179710069
992	0.4179515065
993	0.4179474051
994	0.4178940762
995	0.4178277226
996	0.4178248344
997	0.4178200264
998	0.4178103347
999	0.4178059145
1000	0.4177259735
1001	0.4176694477
1002	0.41764485
1003	0.4176130355
1004	0.4175785025
1005	0.4175108357
1006	0.4174686031
1007	0.417467456
1008	0.4174671264
1009	0.4174374012
1010	0.4174335565
1011	0.4174270251
1012	0.4173737308
1013	0.4173618061
1014	0.4173451803
1015	0.4173173552
1016	0.4172706691
1017	0.4172254761
1018	0.4171759776
1019	0.4171483323
1020	0.4171241405
1021	0.4170851915
1022	0.4170436173
1023	0.4170115723
1024	0.4169823644
1025	0.4169500578
1026	0.416912942
1027	0.416887364
1028	0.4168536708
1029	0.4168078053
1030	0.4167570016
1031	0.4167308141
1032	0.4167220312
1033	0.4167211064
1034	0.4166804416
1035	0.4166729482
1036	0.416614958
1037	0.4166017288
1038	0.4165550831
1039	0.4165544437
1040	0.4165384208
1041	0.4165351664
1042	0.4164725208
1043	0.4164667039
1044	0.4164635426
1045	0.4164534036
1046	0.4164135343
1047	0.4164127773
1048	0.4163471639
1049	0.4163056511
1050	0.4162391017
1051	0.4162060911
